"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"État du ciel inchangé dans l’ensemble";13.6;100650;250;2;3;2.1;2013-09-20 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.9;100500;260;2;3;1.5;2013-09-20 03:00:00;75
0;"Bruine (ne se congelant pas) ou neige en grains";14.2;100420;250;20;3;2.6;2013-09-20 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";14.8;100360;230;2;0;5.7;2013-09-19 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.4;100350;230;2;6;5.7;2013-09-19 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";16.6;100420;230;2;6;6.2;2013-09-19 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.6;100560;240;2;7;5.1;2013-09-19 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";13;100590;260;2;1;3.6;2013-09-19 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";9.70000000000005;100490;270;2;3;3.1;2013-09-19 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";8.5;100380;270;2;2;3.1;2013-09-19 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";11.2;100290;260;2;2;2.6;2013-09-19 00:00:00;60
0;"État du ciel inchangé dans l’ensemble";13.1;100100;290;2;1;3.1;2013-09-18 21:00:00;90
0.4;"État du ciel inchangé dans l’ensemble";14.6;99820;300;2;3;3.1;2013-09-18 18:00:00;90
0;"Pluie (ne se congelant pas)";16.4;99540;290;21;1;6.2;2013-09-18 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.8;99390;280;2;3;7.2;2013-09-18 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";16.1;99310;270;2;3;7.7;2013-09-18 09:00:00;90
0;"Nuages en formation ou en train de se développer";15;99200;250;3;3;5.7;2013-09-18 06:00:00;90
0.4;"Nuages en formation ou en train de se développer";15.2;99120;260;3;0;5.7;2013-09-18 03:00:00;75
1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.1;99090;270;60;2;4.6;2013-09-18 00:00:00;100
1;"Pluie, sans congélation, continue, faible au moment de l’observation";16.7;99050;250;61;5;7.7;2013-09-17 21:00:00;100
2;"Pluie (ne se congelant pas)";14.3;99130;230;21;6;7.2;2013-09-17 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.7;99430;210;2;8;7.7;2013-09-17 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";14.5;99770;240;2;8;6.7;2013-09-17 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";12;99840;250;2;2;5.1;2013-09-17 09:00:00;100
0;"État du ciel inchangé dans l’ensemble";8.60000000000002;99790;260;2;3;3.1;2013-09-17 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";9;99760;250;2;8;6.2;2013-09-17 03:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";8.10000000000002;99770;270;1;1;3.6;2013-09-17 00:00:00;40
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";8.90000000000003;99720;260;1;1;3.1;2013-09-16 21:00:00;10
3;"Averse(s) de pluie";9.5;99630;250;25;3;3.1;2013-09-16 18:00:00;60
1;"Averse(s) de pluie, faible(s)";12.1;99540;310;80;5;4.1;2013-09-16 15:00:00;90
0;"Nuages en formation ou en train de se développer";15.2;99570;310;3;6;5.1;2013-09-16 12:00:00;90
0;"Nuages en formation ou en train de se développer";15.1;99650;280;3;2;4.6;2013-09-16 09:00:00;75
0.6;"Pluie (ne se congelant pas)";12.9;99620;300;21;5;2.6;2013-09-16 06:00:00;100
1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";13;99620;230;60;6;4.6;2013-09-16 03:00:00;100
0.2;"Pluie, sans congélation, intermittente, faible au moment de l’observation";12.7;99790;230;60;8;6.2;2013-09-16 00:00:00;100
0;"Pluie, sans congélation, intermittente, faible au moment de l’observation";14.3;99980;230;60;8;6.7;2013-09-15 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";16.1;100080;230;2;6;3.1;2013-09-15 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.5;100220;250;2;7;6.7;2013-09-15 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.6;100460;290;2;8;5.1;2013-09-15 12:00:00;60
0;"État du ciel inchangé dans l’ensemble";15;100540;350;2;1;3.1;2013-09-15 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";11.4;100450;340;2;3;3.1;2013-09-15 06:00:00;10
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.4;100370;360;1;2;5.1;2013-09-15 03:00:00;100
2;"Pluie, sans congélation, continue, faible au moment de l’observation";13;100290;20;61;6;6.7;2013-09-15 00:00:00;100
8;"Pluie, sans congélation, continue, faible au moment de l’observation";12.7;100330;10;61;0;4.1;2013-09-14 21:00:00;100
3;"Pluie, sans congélation, continue, faible au moment de l’observation";13.3;100290;30;61;5;1.5;2013-09-14 18:00:00;100
0.6;"Bruine, sans congélation, continue, faible au moment de l’observation";14.4;100310;360;51;7;3.6;2013-09-14 15:00:00;100
1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";14.9;100460;330;60;5;3.1;2013-09-14 12:00:00;100
1;"Pluie, sans congélation, continue, faible au moment de l’observation";15.5;100480;230;61;5;3.6;2013-09-14 09:00:00;100
0.8;"Pluie (ne se congelant pas)";14.2;100490;220;21;8;3.6;2013-09-14 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.7;100550;260;2;6;8.2;2013-09-14 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";17.1;100730;200;2;8;3.6;2013-09-14 00:00:00;90
0.4;"Pluie (ne se congelant pas)";17.5;100930;250;21;0;2.6;2013-09-13 21:00:00;90
0.8;"Pluie (ne se congelant pas)";17.8;100910;230;21;7;3.1;2013-09-13 18:00:00;90
1;"Bruine (ne se congelant pas) ou neige en grains";18.4;100960;200;20;8;2.1;2013-09-13 15:00:00;90
0.4;"Bruine (ne se congelant pas) ou neige en grains";15.9;101100;190;20;7;3.6;2013-09-13 12:00:00;100
0.2;"Pluie, sans congélation, intermittente, faible au moment de l’observation";14.2;101150;190;60;3;2.6;2013-09-13 09:00:00;100
0.2;"Brouillard ou brouillard glacé, ciel invisible, sans changement appréciable au cours de l’heure précédente";12.1;101090;200;45;3;1.5;2013-09-13 06:00:00;101
0;"Brume";11.3;101040;260;10;6;2.6;2013-09-13 03:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.3;101060;290;1;0;1.5;2013-09-13 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.3;101060;230;1;1;1.5;2013-09-12 21:00:00;90
0.4;"Bruine, sans congélation, intermittente, faible au moment de l’observation";15;100970;130;50;1;0.5;2013-09-12 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";16.5;100940;250;2;6;2.6;2013-09-12 15:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.3;100980;260;1;6;3.1;2013-09-12 12:00:00;100
0;"Nuages en formation ou en train de se développer";14.1;100990;280;3;3;3.6;2013-09-12 09:00:00;100
0.4;"Bruine et pluie, faibles";12.2;100910;270;58;3;1.5;2013-09-12 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.1;100880;290;2;6;2.6;2013-09-12 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.4;100950;290;2;8;3.6;2013-09-12 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.7;100990;310;2;3;2.6;2013-09-11 21:00:00;90
0;"Nuages en formation ou en train de se développer";14;100960;340;3;4;4.6;2013-09-11 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.3;100960;320;2;6;5.7;2013-09-11 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.5;100980;310;2;1;5.1;2013-09-11 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";14.5;100950;320;2;2;4.6;2013-09-11 09:00:00;90
0;"Nuages en formation ou en train de se développer";12.9;100900;300;3;3;4.1;2013-09-11 06:00:00;90
0;"Pluie (ne se congelant pas)";12;100880;290;21;7;3.1;2013-09-11 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.4;100980;280;2;7;4.6;2013-09-11 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.6;101030;290;2;0;3.6;2013-09-10 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.8;101010;330;1;3;3.1;2013-09-10 18:00:00;50
0;"Averse(s) de pluie";16.6;100980;310;25;2;6.2;2013-09-10 15:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.2;100950;320;1;0;5.7;2013-09-10 12:00:00;60
0.2;"État du ciel inchangé dans l’ensemble";14.1;100950;300;2;3;5.7;2013-09-10 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";11.7;100830;290;1;3;2.6;2013-09-10 06:00:00;60
0.2;"Averse(s) de pluie, faible(s)";12.8;100720;290;80;3;2.6;2013-09-10 03:00:00;90
0;"Nuages en formation ou en train de se développer";14;100650;300;3;2;3.1;2013-09-10 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.1;100560;320;2;3;4.6;2013-09-09 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.7;100350;250;1;6;5.1;2013-09-09 18:00:00;60
4;"Bruine, sans congélation, intermittente, faible au moment de l’observation";15.4;100480;210;50;6;4.6;2013-09-09 15:00:00;100
5;"Pluie, sans congélation, continue, faible au moment de l’observation";13.9;100740;180;61;7;1;2013-09-09 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.3;100890;190;2;8;4.1;2013-09-09 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";11;101030;200;2;8;2.6;2013-09-09 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";10.3;101050;220;2;7;2.1;2013-09-09 03:00:00;25
0;"État du ciel inchangé dans l’ensemble";11.5;101060;220;2;1;1.5;2013-09-09 00:00:00;40
0;"État du ciel inchangé dans l’ensemble";12.9;101030;290;2;3;2.6;2013-09-08 21:00:00;50
0;"État du ciel inchangé dans l’ensemble";19;100850;270;2;3;5.1;2013-09-08 18:00:00;60
0;"État du ciel inchangé dans l’ensemble";21.5;100840;250;2;8;4.6;2013-09-08 15:00:00;40
0;"État du ciel inchangé dans l’ensemble";19.5;100950;250;2;3;4.1;2013-09-08 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.4;100930;240;2;2;1.5;2013-09-08 09:00:00;75
0;"État du ciel inchangé dans l’ensemble";10.1;100870;240;2;3;2.1;2013-09-08 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";13.3;100750;290;2;7;3.1;2013-09-08 03:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.1;100760;270;2;1;1.5;2013-09-08 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.4;100730;290;2;0;1;2013-09-07 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.3;100700;280;2;8;1.5;2013-09-07 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";20;100720;180;2;8;3.1;2013-09-07 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.9;100790;230;2;5;4.6;2013-09-07 12:00:00;50
0;"État du ciel inchangé dans l’ensemble";16;100820;220;2;2;3.1;2013-09-07 09:00:00;60
0;"État du ciel inchangé dans l’ensemble";11.4;100660;230;2;1;2.1;2013-09-07 06:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.3;100530;230;1;1;2.6;2013-09-07 03:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.6;100390;230;1;1;2.6;2013-09-07 00:00:00;90
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.3;100270;320;1;1;2.6;2013-09-06 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.8;100100;300;1;1;2.1;2013-09-06 18:00:00;90
0;"Pluie (ne se congelant pas)";21.4;100030;280;21;2;3.1;2013-09-06 15:00:00;90
2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21.1;1e+05;230;1;5;1;2013-09-06 12:00:00;75
5;"Orage, mais pas de précipitations au moment de l’observation";18.6;1e+05;250;17;3;3.6;2013-09-06 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.3;99820;300;2;3;1.5;2013-09-06 06:00:00;50
0;"État du ciel inchangé dans l’ensemble";16.6;99800;310;2;7;1.5;2013-09-06 03:00:00;40
0;"État du ciel inchangé dans l’ensemble";20.9;99900;340;2;8;1.5;2013-09-06 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";22.9;99940;320;2;1;2.6;2013-09-05 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";29;99910;200;2;6;2.1;2013-09-05 18:00:00;0
0;"État du ciel inchangé dans l’ensemble";32.5;99980;180;2;7;4.1;2013-09-05 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";30.5;100170;180;2;6;2.6;2013-09-05 12:00:00;0
0;"État du ciel inchangé dans l’ensemble";24.5;100300;190;2;8;3.1;2013-09-05 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";16.4;100330;0;2;6;0;2013-09-05 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";15.6;100400;0;2;7;0;2013-09-05 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";17.5;100520;0;2;8;0;2013-09-05 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";20.8;100600;50;2;7;0.5;2013-09-04 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";28.2;100620;110;2;6;2.1;2013-09-04 18:00:00;0
0;"État du ciel inchangé dans l’ensemble";31;100740;130;2;7;2.6;2013-09-04 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";28.2;100930;90;2;8;4.1;2013-09-04 12:00:00;0
0;"État du ciel inchangé dans l’ensemble";22.9;101140;80;2;6;1.5;2013-09-04 09:00:00;0
0;"État du ciel inchangé dans l’ensemble";16.7;101170;10;2;6;2.1;2013-09-04 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.8;101220;360;2;8;1;2013-09-04 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";17;101300;330;2;7;1;2013-09-04 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";19.5;101390;30;2;0;2.6;2013-09-03 21:00:00;0
0;"État du ciel inchangé dans l’ensemble";24.2;101380;40;2;6;2.6;2013-09-03 18:00:00;10
0;"État du ciel inchangé dans l’ensemble";26.4;101460;110;2;8;2.1;2013-09-03 15:00:00;0
0;"État du ciel inchangé dans l’ensemble";24.6;101630;90;2;8;2.1;2013-09-03 12:00:00;0
0;"État du ciel inchangé dans l’ensemble";20.3;101740;80;2;2;2.6;2013-09-03 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";13.6;101710;0;2;3;0;2013-09-03 06:00:00;25
0;"État du ciel inchangé dans l’ensemble";12.8;101680;40;2;6;1;2013-09-03 03:00:00;60
0;"État du ciel inchangé dans l’ensemble";14.8;101740;20;2;8;0.5;2013-09-03 00:00:00;75
0;"État du ciel inchangé dans l’ensemble";17.9;101750;330;2;1;2.6;2013-09-02 21:00:00;75
0;"État du ciel inchangé dans l’ensemble";22.1;101640;340;2;5;3.1;2013-09-02 18:00:00;25
0;"État du ciel inchangé dans l’ensemble";24.1;101640;320;2;7;3.6;2013-09-02 15:00:00;25
0;"État du ciel inchangé dans l’ensemble";22;101770;300;2;8;3.6;2013-09-02 12:00:00;25
0;"État du ciel inchangé dans l’ensemble";17.8;101880;280;2;3;3.1;2013-09-02 09:00:00;40
0;"État du ciel inchangé dans l’ensemble";10.1;101780;270;2;5;1.5;2013-09-02 06:00:00;40
0;"État du ciel inchangé dans l’ensemble";10;101810;260;2;8;2.1;2013-09-02 03:00:00;60
0;"État du ciel inchangé dans l’ensemble";15.5;101880;330;2;3;3.1;2013-09-02 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.8;101870;310;2;1;2.1;2013-09-01 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";18.4;101820;350;2;7;2.1;2013-09-01 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";20.5;101860;360;2;6;4.1;2013-09-01 15:00:00;75
0;"État du ciel inchangé dans l’ensemble";19;101940;10;2;8;3.6;2013-09-01 12:00:00;75
0;"État du ciel inchangé dans l’ensemble";16.6;101980;60;2;1;4.6;2013-09-01 09:00:00;75
0;"État du ciel inchangé dans l’ensemble";11.4;101880;350;2;3;1.5;2013-09-01 06:00:00;60
0;"État du ciel inchangé dans l’ensemble";11.7;101750;40;2;1;2.6;2013-09-01 03:00:00;25
0;"État du ciel inchangé dans l’ensemble";14.6;101690;40;2;2;4.1;2013-09-01 00:00:00;25
0;"État du ciel inchangé dans l’ensemble";18.5;101570;20;2;2;5.1;2013-08-31 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";21.8;101340;300;2;3;2.6;2013-08-31 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";24;101330;300;2;0;3.1;2013-08-31 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";21.5;101310;330;2;3;3.6;2013-08-31 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.2;101280;290;2;1;2.1;2013-08-31 09:00:00;90
0;"Pluie (ne se congelant pas)";16.1;101250;280;21;3;3.1;2013-08-31 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.6;101210;280;2;3;2.6;2013-08-31 03:00:00;40
0;"État du ciel inchangé dans l’ensemble";14.9;101180;260;2;0;1.5;2013-08-31 00:00:00;60
0;"État du ciel inchangé dans l’ensemble";18;101150;320;2;1;2.1;2013-08-30 21:00:00;25
0;"État du ciel inchangé dans l’ensemble";22.6;101000;330;2;6;3.1;2013-08-30 18:00:00;25
0;"État du ciel inchangé dans l’ensemble";24.4;101040;290;2;8;3.6;2013-08-30 15:00:00;60
0;"État du ciel inchangé dans l’ensemble";24.3;101130;250;2;6;3.6;2013-08-30 12:00:00;50
0;"État du ciel inchangé dans l’ensemble";20.7;101170;360;2;4;1;2013-08-30 09:00:00;25
0;"État du ciel inchangé dans l’ensemble";11.5;101170;290;2;3;1;2013-08-30 06:00:00;0
0;"État du ciel inchangé dans l’ensemble";11.6;101150;280;2;6;1.5;2013-08-30 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";14.5;101190;20;2;8;1;2013-08-30 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.8;101200;280;2;2;1;2013-08-29 21:00:00;90
0;"État du ciel inchangé dans l’ensemble";21.1;101110;320;2;4;2.6;2013-08-29 18:00:00;50
0;"État du ciel inchangé dans l’ensemble";24.6;101110;320;2;6;2.1;2013-08-29 15:00:00;50
0;"État du ciel inchangé dans l’ensemble";22.6;101230;360;2;8;3.1;2013-08-29 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";19.9;101250;20;2;2;2.1;2013-08-29 09:00:00;25
0.2;"État du ciel inchangé dans l’ensemble";14.4;101220;320;2;3;1;2013-08-29 06:00:00;50
0;"État du ciel inchangé dans l’ensemble";14.2;101160;330;2;5;1.5;2013-08-29 03:00:00;0
0;"État du ciel inchangé dans l’ensemble";15.2;101160;10;2;0;0.5;2013-08-29 00:00:00;0
