"rr3";"temps_present";"tc";"pres";"dd";"ww";"cod_tend";"ff";"date";"n"
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.2;100820;320;1;3;4;2016-06-24 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";20.6;100720;290;2;3;3.1;2016-06-24 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.8;100620;350;1;3;3.4;2016-06-23 21:00:00;40
0;"Nuages en formation ou en train de se développer";30.2;100420;250;3;5;4;2016-06-23 18:00:00;60
0;"Nuages en formation ou en train de se développer";30.4;100470;220;3;6;3;2016-06-23 15:00:00;60
0;"Nuages en formation ou en train de se développer";29;100580;150;3;8;2;2016-06-23 12:00:00;10
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";26.3;100590;90;0;8;4.5;2016-06-23 09:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.3;100650;310;1;3;1.4;2016-06-23 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";19.3;100570;0;2;6;0;2016-06-23 03:00:00;0
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";21;100670;140;1;8;1.4;2016-06-23 00:00:00;0
-0.1;"Nuages en formation ou en train de se développer";20.9;100770;150;3;8;2.4;2016-06-22 21:00:00;90
1.8;"Pluie, sans congélation, continue, faible au moment de l’observation";22.2;100870;280;61;5;1.7;2016-06-22 18:00:00;90
0.2;"Pluie, sans congélation, continue, faible au moment de l’observation";25.7;100950;150;61;6;1.7;2016-06-22 15:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";27.1;101030;200;1;8;2.6;2016-06-22 12:00:00;90
0;"Nuages en formation ou en train de se développer";24;101080;170;3;8;3.7;2016-06-22 09:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.1;101100;170;1;3;2.6;2016-06-22 06:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.5;101050;190;1;8;2;2016-06-22 03:00:00;90
0.2;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.8;101090;170;1;0;0.7;2016-06-22 00:00:00;90
0.2;"Bruine et pluie, faibles";19.5;101080;210;58;3;2.9;2016-06-21 21:00:00;90
0;"Nuages en formation ou en train de se développer";21.7;100970;230;3;3;2.7;2016-06-21 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.1;100960;230;2;3;4.2;2016-06-21 15:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";21.5;100940;240;0;0;4;2016-06-21 12:00:00;100
-0.1;"Bruine (ne se congelant pas) ou neige en grains";17.4;100930;220;20;1;3.4;2016-06-21 09:00:00;100
-0.1;"Nuages en formation ou en train de se développer";16.2;100840;210;3;2;4;2016-06-21 06:00:00;100
0.2;"Bruine (ne se congelant pas) ou neige en grains";16;100820;200;20;7;3.1;2016-06-21 03:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.3;100870;220;1;0;3.1;2016-06-21 00:00:00;100
0.2;"Nuages en formation ou en train de se développer";16.4;100820;240;3;2;3.5;2016-06-20 21:00:00;90
2.6;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.7;100740;240;60;5;3.2;2016-06-20 18:00:00;100
7.1;"Pluie, sans congélation, continue, faible au moment de l’observation";16.1;100780;230;61;6;6.8;2016-06-20 15:00:00;100
1.2;"Pluie, sans congélation, continue, faible au moment de l’observation";16.1;100890;210;61;6;6;2016-06-20 12:00:00;100
0.4;"Pluie, sans congélation, continue, faible au moment de l’observation";15.7;101070;210;61;8;4.2;2016-06-20 09:00:00;100
0.2;"Nuages en formation ou en train de se développer";14.4;101150;190;3;8;3.1;2016-06-20 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.9;101240;180;2;8;1.5;2016-06-20 03:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13.3;101360;260;0;8;1.8;2016-06-20 00:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.3;101440;270;1;3;2;2016-06-19 21:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.1;101370;280;1;7;3.1;2016-06-19 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";21.1;101460;290;2;7;3.1;2016-06-19 15:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;101550;310;1;8;1.9;2016-06-19 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";17.3;101580;290;2;0;2.1;2016-06-19 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";13.5;101510;280;2;3;2.1;2016-06-19 06:00:00;90
0;"Nuages en formation ou en train de se développer";13.4;101430;290;3;3;2.3;2016-06-19 03:00:00;90
0;"Nuages en formation ou en train de se développer";14.5;101380;280;3;1;2.4;2016-06-19 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.2;101290;290;1;2;2.9;2016-06-18 21:00:00;60
0.2;"Averse(s) de pluie";15.1;101110;360;25;3;3.2;2016-06-18 18:00:00;90
3.5;"Averse(s) de pluie, modérée(s) ou forte(s)";16.3;100970;300;81;3;2.8;2016-06-18 15:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.8;100860;290;0;0;4.1;2016-06-18 12:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.2;100820;280;1;2;3.7;2016-06-18 09:00:00;40
0.2;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13.8;100680;290;0;3;2.8;2016-06-18 06:00:00;75
0;"Nuages en formation ou en train de se développer";11.2;100520;300;3;3;1.4;2016-06-18 03:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";12.4;100430;270;0;3;1.6;2016-06-18 00:00:00;100
-0.1;"État du ciel inchangé dans l’ensemble";14.8;100320;0;2;3;0;2016-06-17 21:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.4;100090;0;0;1;0;2016-06-17 18:00:00;100
-0.1;"Nuages en formation ou en train de se développer";21.2;99890;250;3;2;5.1;2016-06-17 15:00:00;90
0.4;"Averse(s) de pluie, faible(s)";17.2;99830;230;80;2;5.7;2016-06-17 12:00:00;90
0.2;"Averse(s) de pluie";15.8;99780;220;25;1;3.5;2016-06-17 09:00:00;90
0.4;"Averse(s) de pluie";12.6;99640;220;25;2;2.7;2016-06-17 06:00:00;90
0;"État du ciel inchangé dans l’ensemble";12.3;99490;240;2;1;1;2016-06-17 03:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";12.4;99390;250;0;0;2.9;2016-06-17 00:00:00;NA
0;"État du ciel inchangé dans l’ensemble";13.4;99330;240;2;1;1.9;2016-06-16 21:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16.1;99230;210;0;3;1.6;2016-06-16 18:00:00;NA
26.9;"Pluie, sans congélation, continue, faible au moment de l’observation";14.2;99210;220;61;0;2.4;2016-06-16 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";18;99120;250;2;6;3;2016-06-16 12:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16.3;99200;200;0;2;2.7;2016-06-16 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.3;99110;210;1;3;1.3;2016-06-16 06:00:00;90
0.6;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13.2;99070;200;0;5;2.2;2016-06-16 03:00:00;100
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13.5;99120;230;0;4;1.6;2016-06-16 00:00:00;100
0;"Nuages en formation ou en train de se développer";16.3;99120;210;3;3;3.4;2016-06-15 21:00:00;90
0;"Nuages en formation ou en train de se développer";19.8;99000;220;3;7;2.8;2016-06-15 18:00:00;60
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.7;99010;230;1;6;5.2;2016-06-15 15:00:00;60
0.2;"Averse(s) de pluie";15;99070;230;25;2;4.2;2016-06-15 12:00:00;90
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.5;99000;280;1;1;3.5;2016-06-15 09:00:00;90
0.8;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.1;98900;240;1;3;1.6;2016-06-15 06:00:00;90
2.2;"Pluie, sans congélation, continue, faible au moment de l’observation";11.9;98830;210;61;8;3;2016-06-15 03:00:00;90
0.2;"Nuages en formation ou en train de se développer";13.1;98920;190;3;7;3.4;2016-06-15 00:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.2;99000;210;1;3;3.7;2016-06-14 21:00:00;75
0;"Nuages en formation ou en train de se développer";16.2;98960;220;3;5;5.7;2016-06-14 18:00:00;90
-0.1;"Averse(s) de pluie";18.1;99050;230;25;6;6.2;2016-06-14 15:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.5;99170;240;0;6;4.9;2016-06-14 12:00:00;100
-0.1;"Averse(s) de pluie";15.9;99260;250;25;8;5;2016-06-14 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.1;99270;260;1;1;4;2016-06-14 06:00:00;90
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";14.1;99250;300;0;6;3.6;2016-06-14 03:00:00;100
-0.1;"État du ciel inchangé dans l’ensemble";15;99310;210;2;6;1.3;2016-06-14 00:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";16;99390;230;0;3;2.1;2016-06-13 21:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.3;99350;260;0;6;2.6;2016-06-13 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";17.1;99440;250;2;6;5.7;2016-06-13 15:00:00;100
-0.1;"Pluie (ne se congelant pas)";17;99490;270;21;7;3.8;2016-06-13 12:00:00;100
0;"Nuages en formation ou en train de se développer";16.3;99600;260;3;8;4.2;2016-06-13 09:00:00;100
0.2;"Nuages en formation ou en train de se développer";13.5;99680;280;3;5;2.3;2016-06-13 06:00:00;75
0;"Nuages en formation ou en train de se développer";12.2;99690;240;3;6;4.8;2016-06-13 03:00:00;25
1.6;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.2;99750;280;1;8;2.1;2016-06-13 00:00:00;40
1.6;"Nuages en formation ou en train de se développer";16.3;99790;270;3;5;1.2;2016-06-12 21:00:00;90
8.1;"Averse(s) de pluie, violente(s)";17;99800;200;82;8;3.7;2016-06-12 18:00:00;90
1.2;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.8;99950;220;0;8;4.4;2016-06-12 15:00:00;100
0.4;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.1;100070;220;0;8;4.4;2016-06-12 12:00:00;100
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";18.5;100150;210;0;8;3.6;2016-06-12 09:00:00;100
-0.1;"Nuages en formation ou en train de se développer";15.1;100170;250;3;2;3.5;2016-06-12 06:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";15.4;100110;310;0;5;2.6;2016-06-12 03:00:00;100
0;"État du ciel inchangé dans l’ensemble";15.5;100110;300;2;1;2.1;2016-06-12 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";14.4;100090;270;2;3;3.1;2016-06-11 21:00:00;75
2.7;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.3;99990;330;1;7;0.7;2016-06-11 18:00:00;60
-0.1;"Averse(s) de pluie, faible(s)";15.7;100010;90;80;3;4.2;2016-06-11 15:00:00;100
-0.1;"Pluie (ne se congelant pas)";20;99990;180;21;1;2.8;2016-06-11 12:00:00;100
-0.1;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";19.5;99980;130;0;0;1;2016-06-11 09:00:00;NA
-0.1;"Nuages en formation ou en train de se développer";15.8;99970;160;3;3;1;2016-06-11 06:00:00;100
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.3;99880;270;60;7;2.1;2016-06-11 03:00:00;100
0;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.2;99970;200;60;8;1.5;2016-06-11 00:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.2;99990;100;1;5;2;2016-06-10 21:00:00;90
0;"Nuages en formation ou en train de se développer";21.3;1e+05;120;3;7;2.6;2016-06-10 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.7;100100;110;2;6;2;2016-06-10 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.3;100240;120;2;8;2.2;2016-06-10 12:00:00;100
0;"État du ciel inchangé dans l’ensemble";19.9;100320;100;2;8;1.5;2016-06-10 09:00:00;90
0;"État du ciel inchangé dans l’ensemble";15.9;100370;40;2;6;1.4;2016-06-10 06:00:00;90
0;"Nuages en formation ou en train de se développer";14.7;100410;20;3;7;1.6;2016-06-10 03:00:00;50
0;"État du ciel inchangé dans l’ensemble";15.6;100560;30;2;8;2.3;2016-06-10 00:00:00;50
0;"État du ciel inchangé dans l’ensemble";18.1;100660;40;2;5;2.8;2016-06-09 21:00:00;60
0;"Nuages en formation ou en train de se développer";22.5;100660;50;3;7;3.9;2016-06-09 18:00:00;60
0;"Nuages en formation ou en train de se développer";23.3;100740;40;3;8;3.7;2016-06-09 15:00:00;40
0;"État du ciel inchangé dans l’ensemble";20.7;100940;360;2;8;2.3;2016-06-09 12:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.5;101030;50;1;8;3.2;2016-06-09 09:00:00;10
0;"Nuages en formation ou en train de se développer";12.7;101040;40;3;2;2.7;2016-06-09 06:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";13.4;101010;20;0;6;3.1;2016-06-09 03:00:00;NA
0;"État du ciel inchangé dans l’ensemble";16.4;101090;20;2;2;4.7;2016-06-09 00:00:00;0
0;"État du ciel inchangé dans l’ensemble";18.9;101050;340;2;2;2.6;2016-06-08 21:00:00;10
0;"État du ciel inchangé dans l’ensemble";21.6;101000;20;2;8;4.1;2016-06-08 18:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23.9;101040;10;1;6;4.2;2016-06-08 15:00:00;40
0;"Nuages en formation ou en train de se développer";23;101130;350;3;8;4;2016-06-08 12:00:00;75
0;"État du ciel inchangé dans l’ensemble";19.7;101180;340;2;0;2.6;2016-06-08 09:00:00;60
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.9;101180;340;1;1;3.2;2016-06-08 06:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.9;101100;330;1;8;2.7;2016-06-08 03:00:00;50
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.5;101180;330;0;0;3.1;2016-06-08 00:00:00;NA
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";20.6;101170;320;1;2;3.6;2016-06-07 21:00:00;75
0;"Nuages en formation ou en train de se développer";23.3;101030;330;3;3;5.6;2016-06-07 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";26.7;100980;280;2;8;5;2016-06-07 15:00:00;25
0;"État du ciel inchangé dans l’ensemble";26.1;101060;310;2;8;3.7;2016-06-07 12:00:00;60
0;"Nuages en formation ou en train de se développer";24.1;101100;330;3;1;1.7;2016-06-07 09:00:00;40
0;"État du ciel inchangé dans l’ensemble";17.7;101040;280;2;2;2.1;2016-06-07 06:00:00;25
0;"Brouillard ou brouillard glacé à distance au moment de";14;100940;260;40;0;1.7;2016-06-07 03:00:00;10
0;"État du ciel inchangé dans l’ensemble";15;100930;270;2;0;1.5;2016-06-07 00:00:00;25
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.9;100880;0;1;1;0;2016-06-06 21:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";22.4;100830;70;1;6;1.3;2016-06-06 18:00:00;90
0;"État du ciel inchangé dans l’ensemble";22.8;100870;70;2;8;2.1;2016-06-06 15:00:00;75
0;"Brume";20.6;100960;340;10;0;1.5;2016-06-06 12:00:00;100
0;"Brume";17.2;100950;10;10;1;1.6;2016-06-06 09:00:00;100
0;"Brouillard ou brouillard glacé, ciel invisible, s’est aminci au cours de l’heure précédente";16.3;100900;20;43;3;2.1;2016-06-06 06:00:00;101
0;"Brouillard ou brouillard glacé à distance au moment de";12.6;100840;0;40;6;0;2016-06-06 03:00:00;25
0;"Nuages en formation ou en train de se développer";15.1;100910;280;3;0;1.9;2016-06-06 00:00:00;90
0;"État du ciel inchangé dans l’ensemble";16.3;100910;360;2;3;2.1;2016-06-05 21:00:00;50
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19.8;100810;340;1;7;0.7;2016-06-05 18:00:00;75
0;"État du ciel inchangé dans l’ensemble";17.5;100820;50;2;6;2;2016-06-05 15:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";16.9;100840;10;1;1;1.3;2016-06-05 12:00:00;100
0;"Brume";15;100780;300;10;2;0.8;2016-06-05 09:00:00;100
-0.1;"Brume";14;100700;330;10;3;2.3;2016-06-05 06:00:00;100
0.2;"Averse(s) de pluie";13.7;100630;310;25;6;1.5;2016-06-05 03:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";13.9;100680;340;50;0;2.6;2016-06-05 00:00:00;100
0;"Nuages en formation ou en train de se développer";15.5;100660;330;3;3;3;2016-06-04 21:00:00;100
0;"Nuages en formation ou en train de se développer";16.8;100480;340;3;0;2.7;2016-06-04 18:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";17.5;100480;320;1;8;4.4;2016-06-04 15:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";17.4;100510;330;0;1;4.3;2016-06-04 12:00:00;100
0.8;"Pluie (ne se congelant pas)";13.5;100490;340;21;1;3.2;2016-06-04 09:00:00;100
-0.1;"Bruine, sans congélation, intermittente, faible au moment de l’observation";12.7;100420;340;50;3;3.7;2016-06-04 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";12.6;100400;350;2;8;2.6;2016-06-04 03:00:00;100
0;"Nuages en formation ou en train de se développer";12.8;100410;340;3;5;2.7;2016-06-04 00:00:00;100
0;"Nuages en formation ou en train de se développer";12.9;100440;350;3;3;2.4;2016-06-03 21:00:00;100
0;"État du ciel inchangé dans l’ensemble";13.3;100360;340;2;5;2.7;2016-06-03 18:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.4;100370;340;1;6;3.4;2016-06-03 15:00:00;100
-0.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.3;100400;330;1;0;3.2;2016-06-03 12:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.2;100400;360;1;2;3.2;2016-06-03 09:00:00;100
0.2;"Bruine (ne se congelant pas) ou neige en grains";10.9;100360;10;20;6;3.3;2016-06-03 06:00:00;100
0;"État du ciel inchangé dans l’ensemble";10.9;100370;350;2;6;3;2016-06-03 03:00:00;100
-0.1;"État du ciel inchangé dans l’ensemble";11.5;100430;350;2;6;4;2016-06-03 00:00:00;100
0;"Bruine, sans congélation, intermittente, faible au moment de l’observation";11.6;100480;360;50;2;4.1;2016-06-02 21:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.4;100370;350;1;3;5.7;2016-06-02 18:00:00;100
1.2;"Pluie (ne se congelant pas)";12.9;100350;340;21;3;5;2016-06-02 15:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.1;100330;350;1;3;6.5;2016-06-02 12:00:00;100
-0.1;"Nuages en formation ou en train de se développer";13;100270;350;3;3;5.7;2016-06-02 09:00:00;100
0.9;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";13.4;100230;340;1;8;5.1;2016-06-02 06:00:00;100
4;"Averse(s) de pluie, faible(s)";13.2;100310;360;80;7;4.1;2016-06-02 03:00:00;100
5.7;"Pluie, sans congélation, intermittente, faible au moment de l’observation";13.2;100410;300;62;8;4.4;2016-06-02 00:00:00;100
2;"Pluie, sans congélation, continue, faible au moment de l’observation";13.3;100590;330;61;2;3.6;2016-06-01 21:00:00;100
-0.1;"Brume";15.4;100560;330;10;6;4.9;2016-06-01 18:00:00;100
0;"État du ciel inchangé dans l’ensemble";16.7;100640;350;2;7;3.5;2016-06-01 15:00:00;100
0;"État du ciel inchangé dans l’ensemble";16.4;100660;360;2;3;3.9;2016-06-01 12:00:00;100
0;"Brume";14.7;100650;360;10;1;3.5;2016-06-01 09:00:00;100
0;"Brume";13.9;100520;360;10;1;3.4;2016-06-01 06:00:00;100
0;"Nuages en formation ou en train de se développer";14;100430;360;3;2;3.1;2016-06-01 03:00:00;100
0.4;"Bruine (ne se congelant pas) ou neige en grains";14.1;100370;350;20;1;2.7;2016-06-01 00:00:00;100
0.6;"Bruine, sans congélation, continue, faible au moment de l’observation";13.6;100280;330;51;3;3.4;2016-05-31 21:00:00;100
0.4;"Bruine, sans congélation, continue, faible au moment de l’observation";14;100110;330;51;3;5.1;2016-05-31 18:00:00;100
0.4;"Bruine, sans congélation, intermittente, faible au moment de l’observation";13.8;1e+05;320;50;1;3.2;2016-05-31 15:00:00;100
0.2;"Bruine, sans congélation, intermittente, faible au moment de l’observation";13.2;99900;330;50;1;4.7;2016-05-31 12:00:00;100
4.4;"Pluie, sans congélation, intermittente, faible au moment de l’observation";12.8;99790;330;60;2;4.5;2016-05-31 09:00:00;100
9;"Pluie, sans congélation, continue, faible au moment de l’observation";12.3;99700;310;61;3;4.1;2016-05-31 06:00:00;100
9.5;"Pluie, sans congélation, continue, modérée au moment de l’observation";12.2;99690;320;63;8;6.2;2016-05-31 03:00:00;100
3.2;"Pluie, sans congélation, continue, faible au moment de l’observation";12.5;99760;320;61;8;5.7;2016-05-31 00:00:00;100
5.1;"Pluie, sans congélation, continue, faible au moment de l’observation";12.5;99850;320;61;8;4.9;2016-05-30 21:00:00;100
3;"Pluie, sans congélation, continue, faible au moment de l’observation";13.2;99890;330;61;3;5.7;2016-05-30 18:00:00;100
5.4;"Pluie, sans congélation, continue, modérée au moment de l’observation";13;99860;320;63;0;6.4;2016-05-30 15:00:00;100
4;"Pluie, sans congélation, continue, faible au moment de l’observation";13.7;99850;330;61;0;7.2;2016-05-30 12:00:00;100
3.2;"Pluie, sans congélation, continue, faible au moment de l’observation";13.6;99830;330;61;1;5.9;2016-05-30 09:00:00;100
0.4;"Pluie, sans congélation, continue, faible au moment de l’observation";12.5;99770;320;61;0;5.1;2016-05-30 06:00:00;100
3.5;"Pluie, sans congélation, intermittente, faible au moment de l’observation";12.8;99770;340;60;6;5.8;2016-05-30 03:00:00;100
4;"Pluie, sans congélation, continue, faible au moment de l’observation";15.5;99800;340;61;8;3.6;2016-05-30 00:00:00;100
2;"Pluie, sans congélation, continue, faible au moment de l’observation";15.5;99820;330;61;2;2.6;2016-05-29 21:00:00;100
0;"Brume";16.8;99750;340;10;3;4.3;2016-05-29 18:00:00;100
-0.1;"Bruine (ne se congelant pas) ou neige en grains";17.4;99710;10;20;0;2;2016-05-29 15:00:00;100
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";16.8;99690;10;60;7;3.1;2016-05-29 12:00:00;100
0;"Brume";15.6;99700;330;10;2;2.8;2016-05-29 09:00:00;100
0;"Brume";15.2;99640;10;10;5;2.6;2016-05-29 06:00:00;100
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.4;99640;330;1;8;2.8;2016-05-29 03:00:00;100
0;"Nuages en formation ou en train de se développer";16.6;99720;10;3;8;4.1;2016-05-29 00:00:00;100
0;"État du ciel inchangé dans l’ensemble";16.1;99840;10;2;5;2;2016-05-28 21:00:00;90
0;"Nuages en formation ou en train de se développer";19.3;99880;40;3;6;3.8;2016-05-28 18:00:00;90
6.1;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";19;99990;20;1;8;4;2016-05-28 15:00:00;90
0.2;"Orage faible ou modéré, sans grêle*, mais avec pluie ou neige ou pluie et neige mêlées au moment de l’observation";20;100130;230;95;5;4.2;2016-05-28 12:00:00;90
0;"Nuages en formation ou en train de se développer";20.1;100190;50;3;7;2.3;2016-05-28 09:00:00;60
0;"Nuages en formation ou en train de se développer";16;100250;360;3;6;1.9;2016-05-28 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";13.8;100280;10;2;8;1.4;2016-05-28 03:00:00;40
0;"Nuages en formation ou en train de se développer";15.2;100340;0;3;8;0;2016-05-28 00:00:00;90
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";18.2;100350;360;0;3;2.6;2016-05-27 21:00:00;NA
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";23;100290;290;1;4;2.6;2016-05-27 18:00:00;25
0;"On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution";23.6;100290;280;0;8;1.9;2016-05-27 15:00:00;75
0;"Nuages en formation ou en train de se développer";24;100350;290;3;7;2;2016-05-27 12:00:00;75
0;"Nuages en formation ou en train de se développer";21.4;100390;240;3;1;2.1;2016-05-27 09:00:00;40
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";15.9;100350;360;1;3;1.6;2016-05-27 06:00:00;0
3.9;"Mince couche de brouillard ou de brouillard glacé à la station, qu’il s’agisse d’une station terrestre ou d’une station en mer, d’une épaisseur n’excédant pas 2 mètres sur terre ou 10 mètres en mer";13.5;100280;310;11;0;0.6;2016-05-27 03:00:00;10
-0.1;"Pluie, sans congélation, intermittente, faible au moment de l’observation";15.5;100270;350;60;0;1.8;2016-05-27 00:00:00;100
0;"Nuages en formation ou en train de se développer";16.7;100280;40;3;2;2.5;2016-05-26 21:00:00;90
0;"Nuages en formation ou en train de se développer";19.5;100230;30;3;5;4.2;2016-05-26 18:00:00;90
0;"Nuages en formation ou en train de se développer";21.7;100280;20;3;6;1.9;2016-05-26 15:00:00;90
0;"État du ciel inchangé dans l’ensemble";20.7;100360;60;2;6;1.7;2016-05-26 12:00:00;90
0;"État du ciel inchangé dans l’ensemble";16;100380;60;2;0;2.1;2016-05-26 09:00:00;90
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";12.9;100350;40;1;0;3;2016-05-26 06:00:00;75
0;"État du ciel inchangé dans l’ensemble";10.4;100340;10;2;6;1.2;2016-05-26 03:00:00;60
0;"État du ciel inchangé dans l’ensemble";12.5;100390;30;2;1;2.6;2016-05-26 00:00:00;10
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";14.4;100360;40;1;3;3.3;2016-05-25 21:00:00;25
0;"Nuages en formation ou en train de se développer";18.6;100280;110;3;5;0.8;2016-05-25 18:00:00;75
0;"Dans l’ensemble, nuages se dissipant ou devenant moins épais";18.9;100280;50;1;7;1.4;2016-05-25 15:00:00;60
0;"Nuages en formation ou en train de se développer";17.9;100320;60;3;7;2.9;2016-05-25 12:00:00;60
0;"Nuages en formation ou en train de se développer";14.6;100420;30;3;0;2;2016-05-25 09:00:00;10
0;"État du ciel inchangé dans l’ensemble";9.40000000000003;100430;30;2;8;3.6;2016-05-25 06:00:00;10
0;"État du ciel inchangé dans l’ensemble";7.80000000000001;100440;30;2;7;4.1;2016-05-25 03:00:00;60
